name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price
Silent Composite Shortbow,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20composite%20shortbow_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent composite shortbow,,,,,,none,,,,0.0,0.0,344.60574237132465,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.32908979546989114,326.7114847426493,344.60574237132465
Silent Dart,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20dart_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'T|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent dart,,,,,,none,,,,0.0,0.0,331.70421948529867,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.5663591818795646,300.90843897059733,331.70421948529867
Silent Dragon Pistol,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20dragon%20pistol_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent dragon pistol,,,,,,none,,,,0.0,0.0,362.5,rule+variant,True,1,,rule,Silent Weapon,362.5,0.0,362.5,362.5
Silent Dragon Rifle,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20dragon%20rifle_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent dragon rifle,,,,,,none,,,,0.0,0.0,376.09375,rule+variant,True,1,,rule,Silent Weapon,362.5,0.25,389.6875,376.09375
Silent Flame Bellows,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20flame%20bellows_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'CS|GrimHollowPG24', 'LD|XPHB', 'Mag|GrimHollowPG24', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent flame bellows,,,,,,none,,,,0.0,0.0,382.3700468094797,rule+variant,True,1,,rule,Silent Weapon,362.5,0.365426148220316,402.24009361895935,382.3700468094797
Silent Hand Crossbow,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20hand%20crossbow_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'L|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent hand crossbow,,,,,,none,,,,0.0,0.0,347.121378068165,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.2828252309302989,331.74275613633,347.121378068165
Silent Heavy Crossbow,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20heavy%20crossbow_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent heavy crossbow,,,,,,none,,,,0.0,0.0,371.831779022356,rule+variant,True,1,,rule,Silent Weapon,362.5,0.17161892454907574,381.163558044712,371.831779022356
Silent Light Crossbow,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20light%20crossbow_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent light crossbow,,,,,,none,,,,0.0,0.0,363.884454227948,rule+variant,True,1,,rule,Silent Weapon,362.5,0.025461227180653197,365.26890845589605,363.884454227948
Silent Longbow,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20longbow_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent longbow,,,,,,none,,,,0.0,0.0,358.1994923713247,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.07908979546989114,353.89898474264936,358.1994923713247
Silent Musket,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20musket_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,True,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB', '2H|XPHB', 'GC:VSS-Ren|ValdaGunslinger']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent musket,,,,,,none,,,,0.0,0.0,381.7787118566233,rule+variant,True,1,,rule,Silent Weapon,362.5,0.35455102265054433,401.0574237132467,381.7787118566233
Silent Pistol,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20pistol_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,True,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB', 'GC:VSS-Ren|ValdaGunslinger']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent pistol,,,,,,none,,,,0.0,0.0,360.715128068165,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.03282523093029885,358.93025613633,360.715128068165
Silent Repeater Crossbow,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20repeater%20crossbow_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'Mag|GrimHollowPG24', 'Rep|GrimHollowPG24', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent repeater crossbow,,,,,,none,,,,0.0,0.0,365.9720360013573,rule+variant,True,1,,rule,Silent Weapon,362.5,0.06385353565714581,369.4440720027146,365.9720360013573
"Silent Repeater Crossbow, Hand",ExploringEberron24,uncommon,R|XPHB,,none,"https://5e.tools/items.html#silent%20repeater%20crossbow,%20hand_exploringeberron24",,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'L|XPHB', 'Mag|GrimHollowPG24', 'Rep|GrimHollowPG24']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent repeater crossbow hand,,,,,,none,,,,0.0,0.0,347.121378068165,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.2828252309302989,331.74275613633,347.121378068165
"Silent Repeater Crossbow, Heavy",ExploringEberron24,uncommon,R|XPHB,,none,"https://5e.tools/items.html#silent%20repeater%20crossbow,%20heavy_exploringeberron24",,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'Mag|GrimHollowPG24', 'Rep|GrimHollowPG24', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent repeater crossbow heavy,,,,,,none,,,,0.0,0.0,372.4854694852987,rule+variant,True,1,,rule,Silent Weapon,362.5,0.18364081812043548,382.4709389705974,372.4854694852987
Silent Repeater Needler,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20repeater%20needler_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'L|XPHB', 'Mag|GrimHollowPG24', 'Rep|GrimHollowPG24']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent repeater needler,,,,,,none,,,,0.0,0.0,362.5,rule,False,1,,rule,Silent Weapon,362.5,-0.03282523093029885,358.93025613633,
Silent Repeater Slinger,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20repeater%20slinger_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'Mag|GrimHollowPG24', 'Rep|GrimHollowPG24', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent repeater slinger,,,,,,none,,,,0.0,0.0,367.53127139368064,rule+variant,True,1,,rule,Silent Weapon,362.5,0.09252912907918459,372.56254278736134,367.53127139368064
Silent Shortbow,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20shortbow_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent shortbow,,,,,,none,,,,0.0,0.0,344.60574237132465,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.32908979546989114,326.7114847426493,344.60574237132465
Silent Sling,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20sling_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['A|XPHB'],R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent sling,,,,,,none,,,,0.0,0.0,348.90625,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.25,335.3125,348.90625
Silken Socks of Slickening,24GriffonsSaddlebag1,uncommon,,,none,https://5e.tools/items.html#silken%20socks%20of%20slickening_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,13.0,0.0,,0.0,0,0,False,0.0,silken socks of slickening,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,
Silken Spite,EGW,artifact,M,,open,https://5e.tools/items.html#silken%20spite_egw,,,,,,,,,,,,,,[],[],[],[],,[],,,,{'equal': {'climb': 'walk'}},False,False,True,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'Vst|EGW']",M,True,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silken spite,,,,,,none,,,,0.0,0.0,250000.0,rule,False,1,,rule,,,,,
Silken Spite (Awakened),EGW,artifact,M,,open,https://5e.tools/items.html#silken%20spite%20(awakened)_egw,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{'equal': {'climb': 'walk'}},True,False,True,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'Vst|EGW']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,120,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,True,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,silken spite awakened,,,,,,none,,,,0.0,0.0,345000.0,rule,False,2,,rule,,,,,
Silken Spite (Dormant),EGW,artifact,M,,open,https://5e.tools/items.html#silken%20spite%20(dormant)_egw,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{'equal': {'climb': 'walk'}},True,False,True,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'Vst|EGW']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,120,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,True,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,13.0,0.0,,0.0,0,0,False,0.0,silken spite dormant,,,,,,none,,,,0.0,0.0,271250.0,rule,False,2,,rule,,,,,
Silken Spite (Exalted),EGW,artifact,M,,open,https://5e.tools/items.html#silken%20spite%20(exalted)_egw,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{'equal': {'climb': 'walk'}},True,False,True,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'Vst|EGW']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,120,False,False,False,True,False,0,0.0,0,False,False,False,False,False,False,False,False,True,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,silken spite exalted,,,,,,none,,,,0.0,0.0,458000.0,rule,False,2,,rule,,,,,
Silver Coin of Duvra,GriffonsSaddlebag2,common,,,open,https://5e.tools/items.html#silver%20coin%20of%20duvra_griffonssaddlebag2,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,minor,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver coin of duvra,,,,,,none,,,,0.0,0.0,90.0,rule,False,0,,rule,,,,,
Silver Dragon Scale Mail,XDMG,very_rare,MA|XPHB,,open,https://5e.tools/items.html#silver%20dragon%20scale%20mail_xdmg,,,,,,1.0,,,,,,,,['cold'],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,14.0,,,,,,,False,False,True,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,['the breath weapons of dragons'],[],['dexterity (stealth)'],[],False,,0.0,,0.0,0,0,False,0.0,silver dragon scale mail,,,,,,none,,3.0,,0.0,0.0,17201.25,rule,False,3,,rule,,,,,
Silver Eagle Greataxe,24GriffonsSaddlebag1,uncommon,M|XPHB,,none,https://5e.tools/items.html#silver%20eagle%20greataxe_24griffonssaddlebag1,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver eagle greataxe,,,,,,none,,,,0.0,0.0,352.1664998836635,rule+variant,True,1,,rule,Silver Eagle Weapon,362.5,-0.19004138144986674,341.832999767327,352.1664998836635
Silver Eagle Greatsword,24GriffonsSaddlebag1,uncommon,M|XPHB,,none,https://5e.tools/items.html#silver%20eagle%20greatsword_24griffonssaddlebag1,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver eagle greatsword,,,,,,none,,,,0.0,0.0,343.96219020768007,rule+variant,True,1,,rule,Silver Eagle Weapon,362.5,-0.34092523755990656,325.42438041536013,343.96219020768007
Silver Eagle Maul,24GriffonsSaddlebag1,uncommon,M|XPHB,,none,https://5e.tools/items.html#silver%20eagle%20maul_24griffonssaddlebag1,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver eagle maul,,,,,,none,,,,0.0,0.0,371.14969020768007,rule+variant,True,1,,rule,Silver Eagle Weapon,362.5,0.15907476244009333,379.79938041536013,371.14969020768007
Silver Eagle Musket,24GriffonsSaddlebag1,uncommon,R|XPHB,,none,https://5e.tools/items.html#silver%20eagle%20musket_24griffonssaddlebag1,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,True,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver eagle musket,,,,,,none,,,,0.0,0.0,371.14969020768007,rule+variant,True,1,,rule,Silver Eagle Weapon,362.5,0.15907476244009333,379.79938041536013,371.14969020768007
Silver Eagle Studded Cuirass,GriffonsSaddlebag2,uncommon,LA,,open,https://5e.tools/items.html#silver%20eagle%20studded%20cuirass_griffonssaddlebag2,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,12.0,,,,,,,False,False,False,,,major,[],[],LA,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,True,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver eagle studded cuirass,,,,,,none,,,,0.0,0.0,2475.0,rule,False,0,,rule,,,,,
Silver Lycan Chime,24GriffonsSaddlebag1,uncommon,,,none,https://5e.tools/items.html#silver%20lycan%20chime_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver lycan chime,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,
Silver Star Cane,GriffonsSaddlebag2,common,M,,none,https://5e.tools/items.html#silver%20star%20cane_griffonssaddlebag2,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,minor,[],['F'],M,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver star cane,,,,,,none,,,,0.0,0.0,200.0,rule,False,1,,rule,,,,,
Silver Sword,MTF,uncommon,M,,class,https://5e.tools/items.html#silver%20sword_mtf,,by a creature that has psionic ability,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],"['H', '2H']",M,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silver sword,,,,,,none,,,,0.0,0.0,5980.0,rule,False,2,,rule,,,,,
