"Name","Source","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Source","Has Reference"
"Vicious +1 Magnum","AI","R|XPHB","Unknown Magic","No","765.56","765 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Mattock","AI","M","Unknown Magic","No","751.52","751 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Maul","AI","M|XPHB","Unknown Magic","No","751.52","751 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Military Fork","AI","M|XPHB","Unknown Magic","No","749.73","749 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Morningstar","AI","M|XPHB","Unknown Magic","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Musket","AI","R|XPHB","Unknown Magic","No","751.52","751 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Nakudama Bubble Rod","AI","R","Unknown Magic","No","714.99","714 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Parlor Gun","AI","R|XPHB","Unknown Magic","No","714.99","714 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Parrying Dagger","AI","M|XPHB","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Pike","AI","M|XPHB","Unknown Magic","No","738.09","738 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Pistol","AI","R|XPHB","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Polearm","AI","M|XPHB","Unknown Magic","No","752.97","752 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Pump Shotgun","AI","R|XPHB","Unknown Magic","No","766.79","766 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Punch Knife","AI","M|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Punching Dagger","AI","M|XPHB","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Quarterstaff","AI","M|XPHB","Unknown Magic","No","707.94","707 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Rapier","AI","M|XPHB","Unknown Magic","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Repeater Crossbow","AI","R|XPHB","Unknown Magic","No","730.54","730 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Repeater Crossbow, Hand","AI","R|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Repeater Crossbow, Heavy","AI","R|XPHB","Unknown Magic","No","738.93","738 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Repeater Needler","AI","R|XPHB","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Repeater Slinger","AI","R|XPHB","Unknown Magic","No","732.55","732 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Returning Club","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Sabre","AI","M|XPHB","Unknown Magic","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Scimitar","AI","M|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Secret Stone Sword","AI","M","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Sheathed Staff","AI","M|XPHB","Unknown Magic","No","711.18","711 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Shepherd Crook","AI","M","Unknown Magic","No","707.94","707 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Shortbow","AI","R|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Shortsword","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Shovel","AI","M","Unknown Magic","No","707.94","707 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Sickle","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Side-handle Baton","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Sling","AI","R|XPHB","Unknown Magic","No","706.88","706 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Sniper Rifle","AI","R|XPHB","Unknown Magic","No","767.86","767 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Spear","AI","M|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Staff","AI","M","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Submachine Gun","AI","R|XPHB","Unknown Magic","No","729.31","729 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Sword","AI","M","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Tapper Sack","AI","M","Unknown Magic","No","709.73","709 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Trident","AI","M|XPHB","Unknown Magic","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Umbrella","AI","M","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Vaulter's Axe","AI","M","Unknown Magic","No","736.63","736 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Vertebrae Sword","AI","M","Unknown Magic","No","714.99","714 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 War Pick","AI","M|XPHB","Unknown Magic","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Warhammer","AI","M|XPHB","Unknown Magic","No","727.85","727 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Weapon","AI","GV|DMG","Unknown Magic","No","521.08","521 gp","Algorithm","False"
"Vicious +1 Whip","AI","M|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Wrath Axe","AI","M|XPHB","Unknown Magic","No","752.97","752 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Wrath Maul","AI","M|XPHB","Unknown Magic","No","754.76","754 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Yklwa","AI","M","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious Assault Rifle","XDMG","R|XPHB","Rare","No","4124.68","4,124 gp","Algorithm","True"
"Vicious Axe","XDMG","M","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Battle Axe","XDMG","M","Rare","No","4000.0","4,000 gp","Algorithm","True"
"Vicious Battleaxe","XDMG","M|XPHB","Rare","No","4000.0","4,000 gp","Algorithm","True"
"Vicious Bellow Flute","XDMG","M","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Blowgun","XDMG","R|XPHB","Rare","No","3938.86","3,938 gp","Algorithm","True"
"Vicious Blunderbuss","XDMG","R|XPHB","Rare","No","4158.29","4,158 gp","Algorithm","True"
"Vicious Boat Oar","XDMG","M","Rare","No","4030.57","4,030 gp","Algorithm","True"
"Vicious Boomerang","XDMG","M","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Brass Knuckles","XDMG","M|XPHB","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Butterfly Staff","XDMG","M","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Candlemaker's Club","XDMG","M","Rare","No","4140.41","4,140 gp","Algorithm","True"
"Vicious Cannon","XDMG","R|XPHB","Rare","No","4377.72","4,377 gp","Algorithm","True"
"Vicious Club","XDMG","M|XPHB","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Dagger","XDMG","M|XPHB","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Dandelion Spear","XDMG","M","Rare","No","4017.88","4,017 gp","Algorithm","True"
"Vicious Dart","XDMG","R|XPHB","Rare","No","3777.72","3,777 gp","Algorithm","True"
"Vicious Double-Barrel Shotgun","XDMG","R|XPHB","Rare","No","4130.57","4,130 gp","Algorithm","True"
"Vicious Double-Bladed Scimitar","XDMG","M","Rare","No","4017.88","4,017 gp","Algorithm","True"
"Vicious Drive Shaft","XDMG","M","Rare","No","4270.98","4,270 gp","Algorithm","True"
"Vicious Fan","XDMG","M","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Field Spear","XDMG","M","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Flail","XDMG","M|XPHB","Rare","No","3969.43","3,969 gp","Algorithm","True"
"Vicious Flare Gun","XDMG","R|XPHB","Rare","No","4038.86","4,038 gp","Algorithm","True"
"Vicious Frying Pan","XDMG","M","Rare","No","3917.88","3,917 gp","Algorithm","True"
"Vicious Gatling Gun","XDMG","R|XPHB","Rare","No","4251.8","4,251 gp","Algorithm","True"
"Vicious Glaive","XDMG","M|XPHB","Rare","No","4017.88","4,017 gp","Algorithm","True"
"Vicious Greataxe","XDMG","M|XPHB","Rare","No","4124.68","4,124 gp","Algorithm","True"
"Vicious Greatclub","XDMG","M|XPHB","Rare","No","4040.41","4,040 gp","Algorithm","True"
"Vicious Greatsword","XDMG","M|XPHB","Rare","No","4117.88","4,117 gp","Algorithm","True"
"Vicious Halberd","XDMG","M|XPHB","Rare","No","4017.88","4,017 gp","Algorithm","True"
"Vicious Hammer","XDMG","M","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Hand Claws","XDMG","M|XPHB","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Hand Crossbow","XDMG","R|XPHB","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Hand Sentira Lens","XDMG","R","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Hand Tommybow (2)","XDMG","R","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Hand Tommybow (3)","XDMG","R","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Hand Tommybow (4)","XDMG","R","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Hand Tommybow (5)","XDMG","R","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Hand Tommybow (6)","XDMG","R","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Handaxe","XDMG","M|XPHB","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Handgun","XDMG","R|XPHB","Rare","No","3987.31","3,987 gp","Algorithm","True"
"Vicious Heavy Bayonet","XDMG","M","Rare","No","3938.86","3,938 gp","Algorithm","True"
"Vicious Heavy Crossbow","XDMG","R|XPHB","Rare","No","4066.33","4,066 gp","Algorithm","True"
"Vicious Heavy Hammer","XDMG","M","Rare","No","4000.0","4,000 gp","Algorithm","True"
"Vicious Heavy Sentira Lens","XDMG","R","Rare","No","3966.33","3,966 gp","Algorithm","True"
"Vicious Heavy Tommybow (2)","XDMG","R","Rare","No","4066.33","4,066 gp","Algorithm","True"
"Vicious Heavy Tommybow (3)","XDMG","R","Rare","No","4066.33","4,066 gp","Algorithm","True"
"Vicious Heavy Tommybow (4)","XDMG","R","Rare","No","4066.33","4,066 gp","Algorithm","True"
"Vicious Heavy Tommybow (5)","XDMG","R","Rare","No","4066.33","4,066 gp","Algorithm","True"
"Vicious Heavy Tommybow (6)","XDMG","R","Rare","No","4066.33","4,066 gp","Algorithm","True"
"Vicious Hooked Shortspear","XDMG","M","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Hoopak","XDMG","M","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Iron Tea Kettle","XDMG","M","Rare","No","3969.43","3,969 gp","Algorithm","True"
"Vicious Javelin","XDMG","M|XPHB","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Lance","XDMG","M|XPHB","Rare","No","4017.88","4,017 gp","Algorithm","True"
"Vicious Light Bayonet","XDMG","M","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Light Crossbow","XDMG","R|XPHB","Rare","No","4009.84","4,009 gp","Algorithm","True"
"Vicious Light Hammer","XDMG","M|XPHB","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Light Repeating Crossbow","XDMG","R","Rare","No","4009.84","4,009 gp","Algorithm","True"
"Vicious Light Sentira Lens","XDMG","R","Rare","No","3909.84","3,909 gp","Algorithm","True"
"Vicious Light Tommybow (2)","XDMG","R","Rare","No","4009.84","4,009 gp","Algorithm","True"
"Vicious Light Tommybow (3)","XDMG","R","Rare","No","4009.84","4,009 gp","Algorithm","True"
"Vicious Light Tommybow (4)","XDMG","R","Rare","No","4009.84","4,009 gp","Algorithm","True"
"Vicious Light Tommybow (5)","XDMG","R","Rare","No","4009.84","4,009 gp","Algorithm","True"
"Vicious Light Tommybow (6)","XDMG","R","Rare","No","4009.84","4,009 gp","Algorithm","True"
"Vicious Lom Lom Dagger","XDMG","M","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Long Sword","XDMG","M","Rare","No","3987.31","3,987 gp","Algorithm","True"
"Vicious Longbow","XDMG","R|XPHB","Rare","No","3969.43","3,969 gp","Algorithm","True"
"Vicious Longsword","XDMG","M|XPHB","Rare","No","3987.31","3,987 gp","Algorithm","True"
"Vicious Mace","XDMG","M|XPHB","Rare","No","3900.0","3,900 gp","Algorithm","True"
"Vicious Magnum","XDMG","R|XPHB","Rare","No","4217.88","4,217 gp","Algorithm","True"
"Vicious Mattock","XDMG","M","Rare","No","4140.41","4,140 gp","Algorithm","True"
"Vicious Maul","XDMG","M|XPHB","Rare","No","4140.41","4,140 gp","Algorithm","True"
"Vicious Morningstar","XDMG","M|XPHB","Rare","No","4000.0","4,000 gp","Algorithm","True"
"Vicious Musket","XDMG","R|XPHB","Rare","No","4140.41","4,140 gp","Algorithm","True"
"Vicious Nakudama Bubble Rod","XDMG","R","Rare","No","3938.86","3,938 gp","Algorithm","True"
"Vicious Parlor Gun","XDMG","R|XPHB","Rare","No","3938.86","3,938 gp","Algorithm","True"
"Vicious Pike","XDMG","M|XPHB","Rare","No","4066.33","4,066 gp","Algorithm","True"
"Vicious Pistol","XDMG","R|XPHB","Rare","No","3987.31","3,987 gp","Algorithm","True"
"Vicious Pump Shotgun","XDMG","R|XPHB","Rare","No","4224.68","4,224 gp","Algorithm","True"
"Vicious Punch Knife","XDMG","M|XPHB","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Quarterstaff","XDMG","M|XPHB","Rare","No","3900.0","3,900 gp","Algorithm","True"
"Vicious Rapier","XDMG","M|XPHB","Rare","No","3969.43","3,969 gp","Algorithm","True"
"Vicious Scimitar","XDMG","M|XPHB","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Secret Stone Sword","XDMG","M","Rare","No","3838.86","3,838 gp","Algorithm","True"
"Vicious Shepherd Crook","XDMG","M","Rare","No","3900.0","3,900 gp","Algorithm","True"
"Vicious Shortbow","XDMG","R|XPHB","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Shortsword","XDMG","M|XPHB","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Shovel","XDMG","M","Rare","No","3900.0","3,900 gp","Algorithm","True"
"Vicious Sickle","XDMG","M|XPHB","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Sling","XDMG","R|XPHB","Rare","No","3900.0","3,900 gp","Algorithm","True"
"Vicious Sniper Rifle","XDMG","R|XPHB","Rare","No","4230.57","4,230 gp","Algorithm","True"
"Vicious Spear","XDMG","M|XPHB","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Staff","XDMG","SCF|XPHB","Rare","No","3900.0","3,900 gp","Algorithm","True"
"Vicious Submachine Gun","XDMG","R|XPHB","Rare","No","4017.88","4,017 gp","Algorithm","True"
"Vicious Sword","XDMG","M","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Tapper Sack","XDMG","M","Rare","No","3909.84","3,909 gp","Algorithm","True"
"Vicious Trident","XDMG","M|XPHB","Rare","No","4000.0","4,000 gp","Algorithm","True"
"Vicious Umbrella","XDMG","M","Rare","No","3869.43","3,869 gp","Algorithm","True"
"Vicious Vaulter's Axe","XDMG","M","Rare","No","4058.29","4,058 gp","Algorithm","True"
"Vicious Vertebrae Sword","XDMG","M","Rare","No","3938.86","3,938 gp","Algorithm","True"
"Vicious War Pick","XDMG","M|XPHB","Rare","No","3969.43","3,969 gp","Algorithm","True"
"Vicious Warhammer","XDMG","M|XPHB","Rare","No","4009.84","4,009 gp","Algorithm","True"
"Vicious Weapon","XDMG","GV|XDMG","Rare","No","1566.43","1,566 gp","Single source (DSA)","True"
"Vicious Whip","XDMG","M|XPHB","Rare","No","3887.31","3,887 gp","Algorithm","True"
"Vicious Wooden Staff","XDMG","SCF|XPHB","Rare","No","3900.0","3,900 gp","Algorithm","True"
"Vicious Yklwa","XDMG","M","Rare","No","3987.31","3,987 gp","Algorithm","True"
"Void Card","BMT","","Legendary","No","38893.98","38,893 gp","Algorithm","False"
"Voidwalker Armor","BMT","LA","Rare","open","9542.47","9,542 gp","Algorithm","False"
"Vola'khesh","ExploringEberron24","","Common","No","114.09","114 gp","Algorithm","False"
"Vorpal Glaive","XDMG","M|XPHB","Legendary","open","13873.82","13,873 gp","Algorithm","True"
"Vorpal Greatsword","XDMG","M|XPHB","Legendary","open","14378.39","14,378 gp","Algorithm","True"
"Vorpal Longsword","XDMG","M|XPHB","Legendary","open","12864.7","12,864 gp","Amalgamated (DSA,MSRP)","True"
"Vorpal Scimitar","XDMG","M|XPHB","Legendary","open","12360.14","12,360 gp","Algorithm","True"
"Vorpal Sword","XDMG","GV|XDMG","Legendary","open","33998.2","33,998 gp","Amalgamated (DSA,MSRP)","True"
"Voting Kit","AI","","Common","No","114.09","114 gp","Algorithm","False"
"Vox Seeker","EGW","","Common","No","115.25","115 gp","Amalgamated (MSRP,DMPG)","True"
"Voyager Staff","GGR","","Very Rare","class","13155.93","13,155 gp","Single source (DMPG)","True"
"Wakened Dragon Vessel","FTD","","Very Rare","open","11604.93","11,604 gp","Algorithm","False"
"Wakened Dragon's Wrath Arbalest","FTD","R|XPHB","Very Rare","open","3195.3","3,195 gp","Algorithm","True"
"Wakened Dragon's Wrath Assault Rifle","FTD","R|XPHB","Very Rare","open","3159.89","3,159 gp","Algorithm","True"
"Wakened Dragon's Wrath Axe","FTD","M","Very Rare","open","2978.3","2,978 gp","Algorithm","True"
"Wakened Dragon's Wrath Battle Axe","FTD","M","Very Rare","open","3064.51","3,064 gp","Algorithm","True"
"Wakened Dragon's Wrath Battleaxe","FTD","M|XPHB","Very Rare","open","3064.51","3,064 gp","Algorithm","True"
"Wakened Dragon's Wrath Bellow Flute","FTD","M","Very Rare","open","2941.23","2,941 gp","Algorithm","True"
"Wakened Dragon's Wrath Blackpowder Pistol","FTD","R|XPHB","Very Rare","open","3064.51","3,064 gp","Algorithm","True"
"Wakened Dragon's Wrath Blackpowder Rifle","FTD","R|XPHB","Very Rare","open","3171.92","3,171 gp","Algorithm","True"
"Wakened Dragon's Wrath Blowgun","FTD","R|XPHB","Very Rare","open","3017.73","3,017 gp","Algorithm","True"
"Wakened Dragon's Wrath Blunderbuss","FTD","R|XPHB","Very Rare","open","3185.6","3,185 gp","Algorithm","True"
"Wakened Dragon's Wrath Blunderbuss, Hand","FTD","R|XPHB","Very Rare","open","3064.51","3,064 gp","Algorithm","True"
"Wakened Dragon's Wrath Boat Oar","FTD","M","Very Rare","open","3087.89","3,087 gp","Algorithm","True"
"Wakened Dragon's Wrath Boomerang","FTD","M","Very Rare","open","2941.23","2,941 gp","Algorithm","True"
"Wakened Dragon's Wrath Brass Knuckles","FTD","M|XPHB","Very Rare","open","2941.23","2,941 gp","Algorithm","True"
"Wakened Dragon's Wrath Butterfly Staff","FTD","M","Very Rare","open","2941.23","2,941 gp","Algorithm","True"
"Wakened Dragon's Wrath Candlemaker's Club","FTD","M","Very Rare","open","3171.92","3,171 gp","Algorithm","True"
"Wakened Dragon's Wrath Cannon","FTD","R|XPHB","Very Rare","open","3353.46","3,353 gp","Algorithm","True"
"Wakened Dragon's Wrath Catchpole","FTD","M|XPHB","Very Rare","open","2995.53","2,995 gp","Algorithm","True"
"Wakened Dragon's Wrath Cavalry Flail","FTD","M|XPHB","Very Rare","open","3054.8","3,054 gp","Algorithm","True"
"Wakened Dragon's Wrath Cavalry Hammer","FTD","M|XPHB","Very Rare","open","3054.8","3,054 gp","Algorithm","True"
"Wakened Dragon's Wrath Cavalry Pick","FTD","M|XPHB","Very Rare","open","3054.8","3,054 gp","Algorithm","True"
"Wakened Dragon's Wrath Chakram","FTD","M|XPHB","Very Rare","open","2941.23","2,941 gp","Algorithm","True"
"Wakened Dragon's Wrath Claymore","FTD","M|XPHB","Very Rare","open","3159.89","3,159 gp","Algorithm","True"
"Wakened Dragon's Wrath Club","FTD","M|XPHB","Very Rare","open","2964.62","2,964 gp","Algorithm","True"
"Wakened Dragon's Wrath Composite Longbow","FTD","R|XPHB","Very Rare","open","3041.12","3,041 gp","Algorithm","True"
"Wakened Dragon's Wrath Composite Shortbow","FTD","R|XPHB","Very Rare","open","2964.62","2,964 gp","Algorithm","True"
